ID,serving
1009146,1.0
1009577,1.0
1011404,2.0
1014683,1.0
1014974,1.0
1015801,1.0
1025404,1.0
1027058,1.0
1030613,0.5
1037974,1.0
1045323,1.0
1045974,1.0
1049255,1.0
1050305,1.0
1051843,1.0
1062444,1.0
1065398,2.0
1068883,1.0
1074942,1.0
1080747,1.0
1088610,2.0
1100145,0.5
1102886,1.0
1103769,0.5
1104033,1.0
1111803,1.0
1117329,2.0
1124004,1.0
1125894,1.0
1148759,1.0
1149496,1.0
1150187,1.0
1155817,1.0
1158530,1.0
1165494,1.0
1170520,1.0
1171825,1.0
1190088,1.0
1196091,1.0
1201392,1.0
1204177,1.0
1205223,1.0
1208463,1.0
1224587,1.0
1231825,2.0
1234945,2.0
1242361,1.0
1242867,1.0
1248503,1.0
1249374,1.0
1255608,1.0
1257705,1.0
1258122,1.0
1258527,1.0
1259801,1.0
1260858,2.0
1265338,1.0
1267015,1.0
1272619,2.0
1277546,2.0
1278554,1.0
1294575,1.0
1295769,1.0
1299073,1.0
1309129,1.0
1311329,1.0
1315420,1.0
1321191,1.0
1328121,1.0
1337164,1.0
1345006,1.0
1348991,1.0
1354860,2.0
1358172,1.0
1358393,1.0
1360931,1.0
1366448,1.0
1372864,1.0
1374118,1.0
1390546,1.0
1392891,1.0
1395247,1.0
1395650,0.5
1396560,1.0
1397010,1.0
1405112,1.0
1405943,1.0
1406349,1.0
1410330,1.0
1412467,1.0
1412539,1.0
1420197,1.0
1422797,1.0
1427095,1.0
1431162,1.0
1444590,2.0
1445247,2.0
1447976,1.0
1449686,1.0
1452407,1.0
1454168,1.0
1454630,1.0
1454918,2.0
1464112,2.0
1473765,1.0
1477145,1.0
1478279,1.0
1486513,1.0
1489778,2.0
1495292,1.0
1512639,1.0
1520338,1.0
1529932,1.0
1532646,2.0
1537708,1.0
1543038,1.0
1548766,1.0
1554528,1.0
1554687,1.0
1555142,1.0
1557285,1.0
1563283,1.0
1564113,1.0
1576815,1.0
1578004,1.0
1584475,1.0
1590547,1.0
1590629,2.0
1590688,1.0
1593558,2.0
1594070,1.0
1598250,1.0
1599717,1.0
1602131,2.0
1603964,2.0
1612998,1.0
1616201,1.0
1622961,1.0
1624734,1.0
1628602,1.0
1633640,2.0
1635564,1.0
1651208,1.0
1659051,1.0
1661096,1.0
1663983,1.0
1676049,1.0
1677506,1.0
1678707,1.0
1684874,1.0
1685668,1.0
1694868,2.0
1705036,1.0
1708571,1.0
1735548,1.0
1736105,1.0
1743178,2.0
1747254,1.0
1750280,1.0
1752967,1.0
1755226,1.0
1759594,1.0
1768276,1.0
1770486,1.0
1778835,1.0
1783226,2.0
1786206,1.0
1792115,1.0
1793763,1.0
1799704,1.0
1801050,1.0
1809204,1.0
1812457,1.0
1813258,1.0
1837249,1.0
1838864,1.0
1850246,1.0
1854428,1.0
1857987,1.0
1870432,1.0
1870873,1.0
1871687,1.0
1885277,1.0
1891210,1.0
1891526,1.0
1897438,1.0
1912308,2.0
1914884,1.0
1919817,1.0
1919890,1.0
1921295,1.0
1921681,1.0
1925552,1.0
1941254,1.0
1943372,1.0
1950440,1.0
1955601,1.0
1957450,1.0
1959940,1.0
1964758,1.0
1967404,2.0
1973416,1.0
1976109,0.5
1988743,1.0
2001674,1.0
2003126,1.0
2004110,1.0
2024548,1.0
2025690,1.0
2029135,2.0
2033588,2.0
2037171,2.0
2045944,1.0
2046009,1.0
2062175,1.0
2063675,3.0
2064003,1.0
2069808,1.0
2074530,1.0
2074718,1.0
2075206,1.0
2080294,1.0
2090236,1.0
2093040,1.0
2100443,1.0
2103143,2.0
2105731,1.0
2106768,1.0
2108340,1.0
2113424,2.0
2113486,1.0
2114476,1.0
2124435,1.0
2127079,1.0
2131706,1.0
2138772,1.0
2140215,1.0
2148904,1.0
2151375,1.0
2158478,1.0
2159974,2.0
2167869,1.0
2182058,1.0
2188155,1.0
2189287,1.0
2191372,1.0
2196902,1.0
2196980,1.0
2201628,1.0
2227887,1.0
2230860,1.0
2231733,1.0
2238019,1.0
2240732,1.0
2249220,1.0
2249362,1.0
2256915,1.0
2269005,1.0
2271505,1.0
2273249,1.0
2283170,1.0
2286949,1.0
2304273,1.0
2304735,1.0
2305199,1.0
2306194,1.0
2314251,1.0
2314871,1.0
2320288,1.0
2323913,1.0
2324312,1.0
2324562,1.0
2328247,1.0
2329536,2.0
2330886,1.0
2332975,1.0
2337903,1.0
2340555,1.0
2345212,1.0
2352212,1.0
2363001,1.0
2365103,1.0
2367720,1.0
2368563,1.0
2369924,1.0
2372004,1.0
2373161,1.0
2386373,1.0
2394325,1.0
2395966,2.0
2402628,1.0
2402794,1.0
2412586,1.0
2413708,1.0
2415449,1.0
2418638,2.0
2429341,1.0
2430222,1.0
2433677,1.0
2440352,1.0
2448518,1.0
2460303,1.0
2460361,1.0
2461570,1.0
2464459,1.0
2476561,1.0
2479064,1.0
2485991,2.0
2487847,1.0
2500072,1.0
2506472,1.0
2512438,1.0
2517714,2.0
2522693,1.0
2524525,2.0
2544290,1.0
2548358,2.0
2551960,2.0
2554287,0.5
2563657,1.0
2573686,1.0
2574061,2.0
2575996,1.0
2587045,1.0
2597594,1.0
2602804,4.0
2606009,1.0
2608613,1.0
2611552,1.0
2614020,1.0
2619825,1.0
2621523,1.0
2623013,1.0
2627646,1.0
2633269,2.0
2643930,2.0
2647087,1.0
2647886,1.0
2649146,3.0
2650404,1.0
2652351,1.0
2655198,1.0
2667395,1.0
2669766,1.0
2672223,2.0
2677339,1.0
2679925,1.0
2681737,1.0
2682976,1.0
2699615,1.0
2705242,1.0
2705847,2.0
2717245,2.0
2718014,2.0
2725527,1.0
2725839,1.0
2732279,1.0
2765133,1.0
2778169,1.0
2781153,1.0
2783560,1.0
2783746,1.0
2785866,1.0
2793929,1.0
2796583,3.0
2801334,1.0
2805309,1.0
2805662,1.0
2817604,1.0
2822657,1.0
2823644,1.0
2836431,2.0
2838155,1.0
2844957,1.0
2846163,2.0
2847037,1.0
2878776,1.0
2881290,1.0
2885471,1.0
2887147,1.0
2888222,1.0
2896252,2.0
2897901,1.0
2905213,1.0
2905324,1.0
2912418,1.0
2918678,1.0
2926607,2.0
2927586,1.0
2928282,1.0
2938369,1.0
2940229,1.0
2943514,1.0
2948429,1.0
2963103,1.0
2971284,1.0
2974690,1.0
2983134,1.0
2983382,1.0
2992584,1.0
2995376,1.0
2997418,1.0
2999116,2.0
3004571,1.0
3005248,1.0
3008291,1.0
3011970,2.0
3012508,1.0
3016019,1.0
3017044,1.0
3028060,1.0
3037795,1.0
3052626,1.0
3058028,1.0
3065736,1.0
3065935,1.0
3066182,1.0
3071283,2.0
3084851,1.0
3086456,1.0
3095114,1.0
3098807,1.0
3100180,1.0
3105442,1.0
3107521,1.0
3108296,1.0
3111468,1.0
3111813,1.0
3115780,1.0
3129905,2.0
3131558,1.0
3131623,1.0
3143551,1.0
3145157,1.0
3145327,1.0
3146403,1.0
3147102,1.0
3148002,1.0
3149579,1.0
3154419,1.0
3159524,1.0
3166411,1.0
3182598,1.0
3190080,2.0
3193871,2.0
3202298,1.0
3202338,1.0
3206744,3.0
3217310,2.0
3217574,1.0
3222856,1.0
3231643,2.0
3238864,1.0
3243571,1.0
3247014,1.0
3249988,1.0
3252126,1.0
3253015,1.0
3254404,1.0
3262146,1.0
3274566,1.0
3275646,2.0
3277419,1.0
3279940,1.0
3290919,1.0
3293035,1.0
3294604,1.0
3307269,1.0
3307778,2.0
3310454,1.0
3310752,3.0
3315532,1.0
3316332,1.0
3317460,2.0
3321818,0.5
3322535,1.0
3325203,1.0
3329280,1.0
3335308,1.0
3339450,1.0
3339530,1.0
3356401,1.0
3357815,1.0
3366150,1.0
3367553,2.0
3371995,1.0
3373690,1.0
3394980,1.0
3405559,2.0
3417378,1.0
3418603,1.0
3419404,1.0
3433425,1.0
3441829,1.0
3451245,1.0
3454037,1.0
3457797,1.0
3459751,1.0
3462294,1.0
3469494,1.0
3473081,1.0
3473289,1.0
3484193,1.0
3489004,2.0
3500417,1.0
3505504,1.0
3510793,1.0
3515940,1.0
3521859,1.0
3535425,1.0
3541270,1.0
3549727,1.0
3555491,1.0
3559959,1.0
3560640,1.0
3562051,1.0
3562262,1.0
3565607,1.0
3567078,1.0
3577370,2.0
3577948,1.0
3579206,1.0
3588047,2.0
3588198,1.0
3592236,1.0
3593217,1.0
3605955,1.0
3610930,1.0
3612982,1.0
3613330,1.0
3620534,1.0
3625937,1.0
3627883,1.0
3634210,1.0
3636641,1.0
3647915,1.0
3648433,1.0
3653844,1.0
3657635,2.0
3664190,1.0
3664795,2.0
3670203,1.0
3670539,1.0
3670907,1.0
3677125,1.0
3678365,1.0
3696911,1.0
3698556,2.0
3700591,2.0
3701887,0.5
3712756,1.0
3717074,1.0
3719957,1.0
3724290,2.0
3751330,1.0
3756129,1.0
3765646,1.0
3765864,1.0
3768204,1.0
3777344,3.0
3777566,1.0
3777910,1.0
3779524,1.0
3795193,1.0
3798130,1.0
3799375,1.0
3810663,1.0
3812463,1.0
3820142,1.0
3824971,1.0
3825703,2.0
3827956,1.0
3830383,1.0
3847945,1.0
3850317,1.0
3861380,1.0
3862824,1.0
3865528,1.0
3870807,2.0
3876598,0.5
3887667,1.0
3890932,1.0
3894732,1.0
3896997,4.0
3904416,1.0
3904819,1.0
3907436,1.0
3907788,2.0
3910035,1.0
3912316,1.0
3912778,1.0
3917662,1.0
3919438,1.0
3922023,1.0
3925185,2.0
3925817,1.0
3936624,2.0
3942001,1.0
3945459,1.0
3947365,1.0
3953288,0.5
3960342,2.0
3974483,1.0
3975712,1.0
3983277,1.0
3995225,1.0
3997705,1.0
3999603,1.0
4002967,1.0
4007288,1.0
4013147,1.0
4014776,1.0
4021295,1.0
4024411,1.0
4026290,1.0
4028361,1.0
4028501,1.0
4042944,1.0
4047928,3.0
4053132,2.0
4064709,1.0
4073848,1.0
4081480,1.0
4084115,1.0
4087257,1.0
4087518,1.0
4090187,1.0
4091661,1.0
4093544,1.0
4095708,1.0
4102207,2.0
4113277,1.0
4115010,1.0
4141474,1.0
4144707,2.0
4145999,2.0
4147168,1.0
4147772,1.0
4151908,1.0
4153373,2.0
4159125,1.0
4163615,1.0
4166509,1.0
4169261,1.0
4172783,1.0
4179564,1.0
4184366,2.0
4184601,1.0
4187768,2.0
4191659,1.0
4195345,1.0
4199565,1.0
4202859,1.0
4212816,2.0
4215322,1.0
4227012,1.0
4233178,1.0
4234192,1.0
4236248,1.0
4239060,1.0
4246147,1.0
4250657,1.0
4264043,1.0
4268458,2.0
4268682,0.5
4268745,1.0
4271161,1.0
4288789,1.0
4295704,2.0
4297136,1.0
4301482,1.0
4301609,2.0
4305879,1.0
4317435,1.0
4318526,1.0
4321680,2.0
4321963,1.0
4324669,1.0
4327948,1.0
4334997,1.0
4368007,1.0
4378822,1.0
4380273,1.0
4397964,0.5
4404091,1.0
4405479,1.0
4410200,1.0
4415815,0.5
4420439,1.0
4425961,1.0
4426450,1.0
4437566,0.5
4441800,1.0
4450087,1.0
4451649,1.0
4453224,1.0
4463618,1.0
4469504,1.0
4479003,1.0
4481828,0.5
4483962,2.0
4486762,3.0
4492224,1.0
4506447,1.0
4510678,1.0
4513864,1.0
4522089,2.0
4524277,2.0
4528704,2.0
4543895,2.0
4545224,1.0
4545422,1.0
4547974,1.0
4550820,2.0
4563769,1.0
4565706,1.0
4579158,1.0
4582256,1.0
4584925,2.0
4597101,1.0
4600115,2.0
4606943,1.0
4616783,0.5
4653478,1.0
4654661,1.0
4667970,1.0
4670354,1.0
4670451,0.5
4677750,1.0
4679740,2.0
4687661,1.0
4690769,1.0
4691677,1.0
4707485,1.0
4707797,1.0
4709808,1.0
4715553,2.0
4717538,1.0
4733990,1.0
4742789,1.0
4747839,1.0
4756740,1.0
4759984,1.0
4761680,1.0
4764912,1.0
4770722,1.0
4788741,1.0
4790133,1.0
4802494,1.0
4805557,1.0
4810236,1.0
4812817,1.0
4832627,1.0
4838466,2.0
4856000,1.0
4863604,2.0
4865074,1.0
4867772,1.0
4868304,1.0
4878410,1.0
4893687,1.0
4895168,1.0
4907585,1.0
4914838,1.0
4924798,1.0
4926185,1.0
4928411,1.0
4936853,3.0
4937284,2.0
4941122,1.0
4949438,0.5
4950041,1.0
4950332,1.0
4965116,1.0
4968848,1.0
4971110,1.0
4980683,1.0
4999289,1.0
5002114,1.0
5005438,1.0
5006514,1.0
5017869,1.0
5022665,1.0
5048957,2.0
5054556,1.0
5061701,1.0
5064305,1.0
5076996,1.0
5078781,2.0
5087662,2.0
5094190,1.0
5096518,1.0
5106462,3.0
5106772,1.0
5111612,1.0
5113199,1.0
5118451,2.0
5124043,1.0
5127506,2.0
5134851,2.0
5135745,1.0
5138075,1.0
5140844,1.0
5152083,1.0
5170003,1.0
5171704,1.0
5175157,1.0
5178241,1.0
5178721,1.0
5179175,1.0
5182381,3.0
5190302,2.0
5197400,1.0
5202588,1.0
5202738,1.0
5204108,1.0
5217465,1.0
5220077,1.0
5227020,1.0
5238132,1.0
5239899,1.0
5241045,1.0
5241655,1.0
5244568,1.0
5250723,1.0
5256379,1.0
5266474,1.0
5267494,1.0
5290143,2.0
5293339,1.0
5301212,1.0
5310674,1.0
5313724,1.0
5320232,1.0
5328161,1.0
5347395,2.0
5353280,1.0
5353774,1.0
5355523,1.0
5360152,1.0
5366894,1.0
