ID,serving
1582076,1.0
1602722,1.0
1702334,0.5
1869575,2.0
1924985,0.5
2315485,1.0
2730973,0.5
3063526,1.0
3158536,1.0
3269935,1.0
3384974,0.5
3487959,1.0
3496043,1.0
3521977,1.0
3557966,0.5
3703035,1.0
3939701,1.0
4102447,1.0
4210134,1.0
4227456,2.0
4261107,1.0
4395151,0.5
4529043,1.0
4722075,1.0
4923473,1.0
5123211,2.0
5151309,1.0
5268015,1.0
5327664,2.0
5764938,1.0
5802893,0.5
5837523,1.0
5892844,1.0
6022425,0.5
