ID,serving
1425271,1.0
1545930,2.0
1929367,2.0
2191074,1.0
2239633,1.0
2340129,0.5
2348282,1.0
2405912,1.0
2550220,1.0
2644588,0.5
2713766,1.0
2727435,1.0
2755435,2.0
2859188,1.0
3104401,1.0
3252617,2.0
3391483,2.0
3678437,3.0
3900377,1.0
4248060,0.25
4833552,0.25
5550049,2.0
5644157,1.0
